codigo_produto,valor_monetario_total,quantidade,codigo_familia,custo_produto_unitario,descricaoproduto,descricaofamilia,lucro_produto
1070600,59396.87,182,27,165.87,Versatile Electronics Brown #327,Electronics,29208.530000000002
1071000,12928.9,36,27,180.93,Durable Electronics Magenta #34,Electronics,6415.419999999999
1077600,9863.31,26,27,180.93,Innovative Electronics Navy #620,Electronics,5159.129999999999
1084000,12723.17,40,27,165.87,High-Quality Electronics Cyan #780,Electronics,6088.37
1085300,62992.33,202,27,158.88,Durable Electronics Silver #829,Electronics,30898.570000000003
1085500,13032.27,42,27,158.88,Powerful Electronics Olive #224,Electronics,6359.31
1085501,29638.8,104,27,148.75,Luxurious Electronics Black #140,Electronics,14168.8
1085502,26628.56,92,27,148.75,Elegant Electronics Black #436,Electronics,12943.560000000001
1085503,2303.3,8,27,148.75,Luxurious Electronics Red #367,Electronics,1113.3000000000002
1085504,24594.4,85,27,125.64,Stylish Electronics Yellow #93,Electronics,13915.000000000002
1085505,18570.87,65,27,134.62,Elegant Electronics Pink #424,Electronics,9820.569999999998
1085506,2377.4,8,27,148.75,Durable Electronics Navy #250,Electronics,1187.4
1085507,256.0,1,27,122.51,Modern Electronics Yellow #217,Electronics,133.49
1085508,499.2,2,27,114.54,Fun Electronics Maroon #506,Electronics,270.12
1085509,516.21,2,27,122.51,Eco-Friendly Electronics Teal #150,Electronics,271.19000000000005
1085510,4526.16,17,27,134.62,Luxurious Electronics Blue #770,Electronics,2237.62
1085511,5089.55,19,27,122.5,Stylish Electronics Blue #922,Electronics,2762.05
1085512,1342.6,5,27,122.5,Powerful Electronics Navy #373,Electronics,730.0999999999999
1085600,4361.8,12,27,189.02,Luxurious Electronics Blue #506,Electronics,2093.56
1085601,31502.84,95,27,175.36,Useful Electronics Navy #297,Electronics,14843.64
1085602,19834.9,59,27,175.36,Modern Electronics Yellow #363,Electronics,9488.66
1085603,2027.0,6,27,158.7,Long-Lasting Electronics Black #565,Electronics,1074.8000000000002
1085604,9744.51,29,27,158.7,Modern Electronics Lime #800,Electronics,5142.210000000001
1085605,13798.0,43,27,158.7,Luxurious Electronics Red #972,Electronics,6973.900000000001
1085606,636.0,2,27,158.69,Sustainable Electronics Olive #218,Electronics,318.62
1085607,322.0,1,27,135.03,High-Quality Electronics Pink #727,Electronics,186.97
1085608,322.0,1,27,144.41,Stylish Electronics Maroon #959,Electronics,177.59
1085610,305.9,1,27,144.42,Versatile Electronics White #500,Electronics,161.48
1085611,871.0,3,27,144.41,Luxurious Electronics Gray #892,Electronics,437.77
1085612,627.79,2,27,135.03,Versatile Electronics Teal #196,Electronics,357.72999999999996
1085700,54577.75,147,27,189.03,Durable Electronics Orange #390,Electronics,26790.34
1085800,1017.0,3,27,171.07,Long-Lasting Electronics Pink #151,Electronics,503.78999999999996
1085801,19238.03,51,27,182.42,Comfortable Electronics Red #509,Electronics,9934.609999999999
1085802,9915.59,27,27,189.03,Beautiful Electronics Gray #333,Electronics,4811.78
1085803,2420.8,6,27,182.42,Versatile Electronics Navy #487,Electronics,1326.2800000000002
1085805,322.0,1,27,144.42,Sophisticated Electronics Orange #239,Electronics,177.58
1085900,2532.5,7,27,171.07,Beautiful Electronics Lime #188,Electronics,1335.01
1086300,12423.51,45,27,133.42,Practical Electronics Cyan #243,Electronics,6419.610000000001
1086301,23924.46,89,27,133.42,Practical Electronics Olive #95,Electronics,12050.08
1086302,3360.63,12,27,141.5,Versatile Electronics Navy #825,Electronics,1662.63
1104200,3848.8,10,27,160.52,Fun Electronics Blue #61,Electronics,2243.6000000000004
1151800,560.0,2,27,165.87,Eco-Friendly Electronics Gold #677,Electronics,228.26
1166700,18287.12,57,27,160.06,Versatile Electronics Cyan #744,Electronics,9163.699999999999
1257000,9960.25,27,27,182.41,Luxurious Electronics Brown #857,Electronics,5035.18
1272800,1195.98,5,27,110.48,Long-Lasting Electronics Gray #965,Electronics,643.58
1272801,481.5,2,27,110.48,Sophisticated Electronics Purple #343,Electronics,260.53999999999996
1296800,6488.5,19,27,189.36,Fun Electronics Yellow #904,Electronics,2890.66
1296900,9815.75,28,27,189.36,Sophisticated Electronics Gray #833,Electronics,4513.67
1297000,9411.4,27,27,189.36,Versatile Electronics Black #20,Electronics,4298.679999999999
1297100,3275.17,9,27,157.46,Versatile Electronics Brown #290,Electronics,1858.03
1297300,6811.1,24,27,123.26,High-Quality Electronics Yellow #504,Electronics,3852.86
1297400,26082.7,93,27,123.26,Versatile Electronics Lime #905,Electronics,14619.52
1297500,13010.4,44,27,123.26,Long-Lasting Electronics Olive #404,Electronics,7586.959999999999
1297600,276.0,1,27,99.14,Beautiful Electronics Orange #211,Electronics,176.86
1297800,5890.55,17,27,206.64,Durable Electronics Pink #803,Electronics,2377.6700000000005
1297900,14407.95,40,27,192.86,Useful Electronics Black #735,Electronics,6693.55
1298000,7860.95,21,27,206.64,Delicious Electronics Silver #771,Electronics,3521.51
1298100,2181.0,6,27,179.28,Modern Electronics Gray #936,Electronics,1105.32
1298300,1611.22,4,27,238.32,Practical Electronics Red #256,Electronics,657.94
1298400,2026.0,5,27,207.36,Comfortable Electronics Maroon #483,Electronics,989.1999999999998
1298500,814.0,2,27,207.36,Elegant Electronics White #419,Electronics,399.28
1299500,9342.3,25,27,145.56,High-Quality Electronics Red #414,Electronics,5703.299999999999
1299600,3456.0,9,27,145.56,Durable Electronics Pink #452,Electronics,2145.96
1299700,1133.0,3,27,185.04,Long-Lasting Electronics Gray #486,Electronics,577.88
1299800,355.0,1,27,167.82,Modern Electronics Yellow #947,Electronics,187.18
1324800,945.0,3,27,149.27,Useful Electronics Orange #477,Electronics,497.18999999999994
1324900,1515.0,5,27,149.27,Sustainable Electronics Orange #32,Electronics,768.65
1325000,940.0,3,27,109.38,Useful Electronics Brown #77,Electronics,611.86
1325100,403.0,1,27,207.3,Long-Lasting Electronics Black #611,Electronics,195.7
1325200,5656.0,12,27,240.48,Fun Electronics Olive #250,Electronics,2770.2400000000002
1325201,617.0,1,27,154.76,Durable Electronics Olive #259,Electronics,462.24
1325300,5258.92,11,27,276.48,Useful Electronics Cyan #787,Electronics,2217.64
1417900,11795.03,75,27,83.6,Elegant Electronics Navy #410,Electronics,5525.030000000001
1418000,17831.48,113,27,83.6,Beautiful Electronics Red #580,Electronics,8384.68
1418001,1039.59,7,27,78.32,Modern Electronics Purple #896,Electronics,491.3499999999999
1418100,33172.22,207,27,83.6,Useful Electronics Magenta #547,Electronics,15867.020000000004
1418500,2161.95,15,27,83.6,Stylish Electronics Teal #953,Electronics,907.9499999999998
1418700,269.0,1,27,114.4,Delicious Electronics Gold #176,Electronics,154.6
1418900,255.0,1,27,121.44,Beautiful Electronics Yellow #229,Electronics,133.56
1419800,9694.38,45,27,115.28,Durable Electronics Gold #858,Electronics,4506.779999999999
1419801,577.65,3,27,115.28,Luxurious Electronics Orange #455,Electronics,231.80999999999995
1419900,8679.33,42,27,115.28,Delicious Electronics Gray #137,Electronics,3837.5699999999997
1420000,5060.84,24,27,110.88,Stylish Electronics Olive #920,Electronics,2399.7200000000003
1420100,3128.4,15,27,115.28,Powerful Electronics Pink #110,Electronics,1399.2
1420200,14700.49,51,27,158.4,High-Quality Electronics Pink #558,Electronics,6622.089999999999
1420300,7777.91,26,27,158.4,Durable Electronics Silver #341,Electronics,3659.5099999999993
1426000,41295.32,113,27,189.03,Sophisticated Electronics White #206,Electronics,19934.93
1426100,1271.0,4,27,158.88,Elegant Electronics Green #121,Electronics,635.48
1426200,18649.93,60,27,153.31,Luxurious Electronics Blue #142,Electronics,9451.33
1426300,21896.95,71,27,158.88,Long-Lasting Electronics Olive #259,Electronics,10616.470000000001
1426400,55857.49,184,27,158.87,Fun Electronics Brown #972,Electronics,26625.409999999996
1427000,12875.539999999999,45,27,158.4,Luxurious Electronics Silver #675,Electronics,5747.539999999999
1427100,2401.34,8,27,149.6,Sophisticated Electronics Pink #550,Electronics,1204.5400000000002
1427500,22400.04,97,27,122.32,Practical Electronics Gold #980,Electronics,10535.000000000002
1427600,42073.75,181,27,122.32,High-Quality Electronics Maroon #269,Electronics,19933.83
1427700,12258.6,54,27,122.32,High-Quality Electronics Lime #766,Electronics,5653.320000000001
1427800,1202.1,5,27,115.28,Long-Lasting Electronics Red #937,Electronics,625.6999999999999
1432100,3317.55,9,27,185.04,Innovative Electronics Lime #165,Electronics,1652.1900000000003
1432101,734.0,2,27,185.04,Powerful Electronics Yellow #977,Electronics,363.92
1432102,357.14,1,27,118.77,Durable Electronics Teal #672,Electronics,238.37
1432103,375.0,1,27,167.82,Useful Electronics Gold #300,Electronics,207.18
1456700,4626.1,17,27,128.75,Sophisticated Electronics Teal #415,Electronics,2437.3500000000004
1456701,4657.58,18,27,128.75,Innovative Electronics Orange #196,Electronics,2340.08
1456702,1685.02,7,27,110.48,Eco-Friendly Electronics Orange #447,Electronics,911.66
1456800,13506.37,51,27,133.42,Innovative Electronics Brown #467,Electronics,6701.950000000002
1456801,6971.47,26,27,133.42,Durable Electronics Red #10,Electronics,3502.5500000000006
1456802,834.1,3,27,146.62,Luxurious Electronics Orange #978,Electronics,394.24
1469900,6019.5,17,27,189.03,Delicious Electronics Maroon #868,Electronics,2805.99
1471800,13990.75,34,27,203.53,Powerful Electronics Silver #240,Electronics,7070.73
1471900,5784.05,14,27,203.54,Useful Electronics Red #143,Electronics,2934.4900000000002
1472000,2901.59,7,27,203.53,Sustainable Electronics Red #31,Electronics,1476.88
1484200,12014.51,27,27,245.52,Innovative Electronics Maroon #726,Electronics,5385.47
1484300,12619.66,28,27,224.25,Versatile Electronics Pink #571,Electronics,6340.66
1500700,2473.6,9,27,123.26,Delicious Electronics Yellow #491,Electronics,1364.2599999999998
1545501,324.0,1,27,153.27,Luxurious Electronics Silver #719,Electronics,170.73
1545503,1075.95,3,27,178.61,Durable Electronics Teal #393,Electronics,540.12
1545504,1753.4,5,27,185.08,Eco-Friendly Electronics Cyan #311,Electronics,828.0
1545505,643.55,2,27,168.42,Innovative Electronics Blue #174,Electronics,306.71
1575500,350.0,1,27,118.78,Versatile Electronics Teal #951,Electronics,231.22
1578100,3106.0,8,27,223.2,High-Quality Electronics Maroon #941,Electronics,1320.4
1578200,1021.0,2,27,173.38,Eco-Friendly Electronics Green #289,Electronics,674.24
1578300,2809.0,7,27,245.52,Comfortable Electronics Pink #87,Electronics,1090.36
1578306,3531.1,10,27,160.4,Durable Electronics Gold #207,Electronics,1927.1
1578400,1119.46,3,27,188.99,Fun Electronics Brown #279,Electronics,552.49
1578700,537.0,1,27,190.19,Durable Electronics Olive #104,Electronics,346.81
1578800,471.0,1,27,211.13,Beautiful Electronics Olive #725,Electronics,259.87
1579100,445.0,1,27,155.6,Stylish Electronics Yellow #957,Electronics,289.4
1581500,403.0,1,27,154.76,Long-Lasting Electronics Lime #84,Electronics,248.24
1607800,7919.95,22,27,187.48,Comfortable Electronics Teal #427,Electronics,3795.3900000000003
1755500,317.0,1,27,149.27,Elegant Electronics White #665,Electronics,167.73
1793200,2205.0,8,27,136.46,Long-Lasting Electronics Magenta #903,Electronics,1113.32
1807300,935.0,2,27,141.04,Practical Electronics White #635,Electronics,652.9200000000001
1807301,809.0,2,27,173.38,Useful Electronics Brown #333,Electronics,462.24
1898500,9339.72,36,27,153.4,Sophisticated Electronics Pink #784,Electronics,3817.319999999999
1899400,3032.79,12,27,138.83,Fun Electronics Gold #688,Electronics,1366.83
1899600,32582.59,124,27,153.4,Eco-Friendly Electronics Magenta #49,Electronics,13560.989999999998
1899700,21246.63,82,27,153.4,Practical Electronics Gold #213,Electronics,8667.83
1899800,33469.18,126,27,153.4,Beautiful Electronics Teal #759,Electronics,14140.779999999999
1899900,14286.13,55,27,153.4,Elegant Electronics Teal #451,Electronics,5849.129999999999
1900100,8040.2699999999995,42,27,110.02,Eco-Friendly Electronics Gold #243,Electronics,3419.4299999999994
1900400,3922.2999999999997,20,27,110.02,High-Quality Electronics Yellow #482,Electronics,1721.8999999999996
1900600,36298.99,194,27,110.02,Stylish Electronics Black #668,Electronics,14955.109999999997
1900900,16455.68,87,27,110.02,Elegant Electronics Olive #287,Electronics,6883.9400000000005
1901100,40634.57,216,27,110.02,Durable Electronics Red #410,Electronics,16870.25
1901300,4941.11,27,27,110.02,Powerful Electronics Green #472,Electronics,1970.5699999999997
1981900,8451.85,22,27,189.36,Fun Electronics Navy #696,Electronics,4285.93
1981901,1056.45,3,27,162.64,Sustainable Electronics Brown #227,Electronics,568.5300000000001
1981902,358.0,1,27,112.98,Innovative Electronics Green #559,Electronics,245.01999999999998
1981903,344.0,1,27,112.98,Luxurious Electronics Pink #176,Electronics,231.01999999999998
1982000,8726.75,24,27,189.36,Beautiful Electronics Brown #349,Electronics,4182.11
1982100,5383.66,15,27,172.08,Sustainable Electronics Black #893,Electronics,2802.4599999999996
2170100,975.8299999999999,3,27,170.62,Comfortable Electronics Yellow #425,Electronics,463.9699999999999
2170200,726.4000000000001,2,27,155.26,Durable Electronics Gray #749,Electronics,415.8800000000001
2170300,661.0999999999999,2,27,153.27,Useful Electronics Brown #424,Electronics,354.5599999999999
2379300,4404.16,15,27,150.69,Fun Electronics Yellow #795,Electronics,2143.81
2379500,802.9,2,27,203.01,Modern Electronics Silver #556,Electronics,396.88
2379800,3584.86,10,27,185.08,Eco-Friendly Electronics Teal #104,Electronics,1734.06
2379900,700.8,2,27,184.75,Innovative Electronics Teal #676,Electronics,331.29999999999995
2380100,4885.17,14,27,167.12,Sophisticated Electronics Magenta #241,Electronics,2545.49
2380200,1863.16,5,27,170.61,Elegant Electronics Pink #927,Electronics,1010.11
2380600,12162.89,36,27,173.17,Sustainable Electronics Yellow #183,Electronics,5928.7699999999995
2380700,4448.4,14,27,160.07,Sustainable Electronics Cyan #869,Electronics,2207.4199999999996
2392200,22994.47,129,27,137.89,Practical Electronics Gold #229,Electronics,5206.6600000000035
2392300,110097.06999999999,605,27,133.06,High-Quality Electronics White #863,Electronics,29595.76999999999
2392400,31227.54,172,27,133.06,Sophisticated Electronics Pink #671,Electronics,8341.220000000001
2447300,356.25,1,27,185.04,High-Quality Electronics Maroon #694,Electronics,171.21
2457600,21404.42,58,27,182.41,Luxurious Electronics Magenta #838,Electronics,10824.639999999998
2457700,19884.27,53,27,189.02,Long-Lasting Electronics Gold #498,Electronics,9866.21
2457900,3466.5099999999998,9,27,189.03,Stylish Electronics Yellow #951,Electronics,1765.2399999999998
2457901,9926.05,31,27,158.7,Practical Electronics Orange #571,Electronics,5006.349999999999
2457902,7920.47,24,27,175.36,Eco-Friendly Electronics Teal #812,Electronics,3711.83
2457903,3343.58,10,27,158.7,Long-Lasting Electronics White #991,Electronics,1756.58
2457904,353.8,1,27,135.03,Stylish Electronics Green #235,Electronics,218.77
2457905,6506.47,20,27,158.7,Versatile Electronics Navy #206,Electronics,3332.4700000000003
2457906,1737.1,5,27,158.7,Practical Electronics Teal #121,Electronics,943.5999999999999
2457907,965.6999999999999,3,27,144.42,High-Quality Electronics Brown #140,Electronics,532.4399999999999
2457908,321.9,1,27,135.04,Stylish Electronics Teal #87,Electronics,186.85999999999999
2457909,321.9,1,27,135.03,Luxurious Electronics Navy #39,Electronics,186.86999999999998
2457910,622.9,2,27,144.41,Durable Electronics Green #110,Electronics,334.08
2457911,305.0,1,27,135.04,Powerful Electronics Blue #450,Electronics,169.96
2457915,304.0,1,27,144.42,Versatile Electronics Black #325,Electronics,159.58
2458100,4528.09,15,27,158.87,Modern Electronics Lime #848,Electronics,2145.04
2458200,12708.2,42,27,153.32,Long-Lasting Electronics Pink #216,Electronics,6268.760000000001
2458300,1308.29,4,27,153.31,Fun Electronics Black #444,Electronics,695.05
2458900,2812.4,9,27,158.88,Modern Electronics Pink #375,Electronics,1382.48
2458901,1068.3,4,27,122.5,Durable Electronics Cyan #924,Electronics,578.3
2458902,2160.0,8,27,122.5,Sophisticated Electronics Maroon #636,Electronics,1180.0
2458903,260.0,1,27,114.55,Durable Electronics Teal #835,Electronics,145.45
2458904,783.0,3,27,122.5,Beautiful Electronics Silver #911,Electronics,415.5
2458905,1120.0,4,27,134.63,Powerful Electronics Magenta #696,Electronics,581.48
2458906,815.0,3,27,122.5,Delicious Electronics Green #410,Electronics,447.5
2458910,503.0,2,27,122.5,Sophisticated Electronics Orange #859,Electronics,258.0
2458911,260.0,1,27,114.55,Practical Electronics Green #499,Electronics,145.45
2458913,243.0,1,27,114.54,Long-Lasting Electronics Orange #704,Electronics,128.45999999999998
2459000,18535.71,60,27,158.88,Eco-Friendly Electronics Gray #573,Electronics,9002.91
2459200,12610.04,41,27,158.88,Sophisticated Electronics Red #9,Electronics,6095.960000000001
2459700,304.9,1,27,158.87,Luxurious Electronics Gold #24,Electronics,146.02999999999997
2459800,5749.39,19,27,153.31,Stylish Electronics Lime #234,Electronics,2836.5000000000005
2459900,3060.0,10,27,153.31,Modern Electronics Black #97,Electronics,1526.9
2460100,1902.0,6,27,153.31,Useful Electronics Gray #512,Electronics,982.14
2460200,2381.5,8,27,143.79,Innovative Electronics Olive #564,Electronics,1231.18
2460300,2410.48,8,27,143.78,Fun Electronics Maroon #344,Electronics,1260.24
2470400,347.0,1,27,171.07,Useful Electronics Purple #219,Electronics,175.93
2476500,810.0,1,27,431.66,Practical Electronics Blue #441,Electronics,378.34
2476504,620.0,1,27,348.95,Eco-Friendly Electronics Purple #438,Electronics,271.05
2476505,765.0,1,27,431.66,Stylish Electronics Pink #315,Electronics,333.34
2522600,3214.91,9,27,168.43,Comfortable Electronics Olive #90,Electronics,1699.0399999999997
2522601,1449.7,4,27,168.43,Sophisticated Electronics Blue #521,Electronics,775.98
2522602,375.5,1,27,153.27,Practical Electronics Navy #35,Electronics,222.23
2522603,375.0,1,27,168.12,Delicious Electronics Yellow #169,Electronics,206.88
2522604,2484.0,7,27,185.08,Innovative Electronics Olive #907,Electronics,1188.4399999999998
2522605,5957.82,16,27,185.08,Elegant Electronics Magenta #308,Electronics,2996.5399999999995
2522606,3909.33,10,27,185.09,Powerful Electronics Navy #387,Electronics,2058.43
2522607,1933.5,5,27,203.0,Versatile Electronics Black #592,Electronics,918.5
2532500,26484.22,99,27,133.42,Powerful Electronics Orange #813,Electronics,13275.640000000003
2532600,20300.59,76,27,133.42,Long-Lasting Electronics Black #42,Electronics,10160.670000000002
2547000,252.0,1,27,113.03,Powerful Electronics Red #966,Electronics,138.97
2547001,252.0,1,27,113.04,High-Quality Electronics Teal #488,Electronics,138.95999999999998
2547101,584.0,2,27,135.27,Durable Electronics Yellow #200,Electronics,313.46
2547102,292.0,1,27,115.45,Powerful Electronics Cyan #415,Electronics,176.55
2547200,672.0,2,27,155.67,High-Quality Electronics Olive #320,Electronics,360.66
2547202,347.0,1,27,145.55,Durable Electronics Black #899,Electronics,201.45
2547300,582.0,2,27,171.08,Innovative Electronics Magenta #415,Electronics,239.83999999999997
2547301,291.0,1,27,134.49,Sophisticated Electronics Orange #98,Electronics,156.51
2586300,8733.5,37,27,125.69,Useful Electronics Purple #992,Electronics,4082.9700000000003
2586301,17168.12,74,27,125.69,Eco-Friendly Electronics Brown #818,Electronics,7867.0599999999995
2586302,8299.16,37,27,125.69,Comfortable Electronics Gray #705,Electronics,3648.63
2586303,1093.25,5,27,71.01,Sustainable Electronics Red #557,Electronics,738.2
2586400,7906.5,24,27,167.69,Modern Electronics Silver #907,Electronics,3881.94
2586401,19108.94,62,27,167.7,Versatile Electronics White #312,Electronics,8711.539999999999
2586402,6892.27,23,27,167.69,Fun Electronics Silver #726,Electronics,3035.4000000000005
2586403,1576.5,5,27,107.71,Luxurious Electronics Cyan #992,Electronics,1037.95
2586405,12092.75,40,27,167.7,Eco-Friendly Electronics Purple #187,Electronics,5384.75
2586500,1651.0,5,27,163.36,Sustainable Electronics Brown #187,Electronics,834.1999999999999
2586501,1677.75,5,27,179.69,Beautiful Electronics Purple #587,Electronics,779.3
2586502,675.0,2,27,101.52,Fun Electronics Gray #37,Electronics,471.96000000000004
2592900,862.4,3,27,123.26,Sophisticated Electronics Cyan #296,Electronics,492.61999999999995
2593000,1697.1,6,27,154.08,Powerful Electronics White #445,Electronics,772.6199999999999
2593100,1356.0,5,27,143.28,Powerful Electronics Pink #306,Electronics,639.6
2601400,1405.75,7,27,106.4,Fun Electronics Green #750,Electronics,660.9499999999999
2601401,1619.1999999999998,8,27,137.42,Innovative Electronics Navy #728,Electronics,519.8399999999999
2601402,410.2,2,27,106.4,Useful Electronics Maroon #721,Electronics,197.39999999999998
2601500,1210.6799999999998,6,27,106.4,Comfortable Electronics Navy #819,Electronics,572.2799999999997
2601501,1247.6799999999998,6,27,106.4,Delicious Electronics Purple #636,Electronics,609.2799999999997
2601502,190.0,1,27,106.4,Long-Lasting Electronics Olive #762,Electronics,83.6
2628100,9969.67,47,27,115.28,Useful Electronics Maroon #597,Electronics,4551.51
2628101,5344.19,25,27,115.28,Long-Lasting Electronics Yellow #812,Electronics,2462.1899999999996
2628102,2083.23,10,27,115.28,Versatile Electronics Orange #115,Electronics,930.4300000000001
2628103,849.7,4,27,115.28,Durable Electronics Lime #727,Electronics,388.58000000000004
2628104,1463.16,7,27,110.88,Elegant Electronics Brown #208,Electronics,687.0000000000001
2628200,2530.65,11,27,123.2,Modern Electronics Green #295,Electronics,1175.45
2628201,1519.1999999999998,7,27,123.2,Sustainable Electronics Maroon #248,Electronics,656.7999999999998
2628202,1300.95,6,27,123.2,Luxurious Electronics White #253,Electronics,561.75
2628203,448.4,2,27,83.16,Durable Electronics Green #528,Electronics,282.08
2628300,5604.8,19,27,157.52,Elegant Electronics Yellow #493,Electronics,2611.92
2628301,4320.0,15,27,157.52,Delicious Electronics Maroon #616,Electronics,1957.1999999999998
2628302,1487.2,5,27,124.34,Innovative Electronics Lime #48,Electronics,865.5
2632900,554.0,2,27,146.62,Fun Electronics Olive #970,Electronics,260.76
2639500,1699.42,5,27,197.69,Durable Electronics Silver #152,Electronics,710.97
2639501,4337.86,12,27,162.82,Long-Lasting Electronics Purple #904,Electronics,2384.0199999999995
2639502,668.0,2,27,158.47,Innovative Electronics Teal #339,Electronics,351.06
2639600,1006.11,5,27,102.88,Versatile Electronics Brown #379,Electronics,491.71000000000004
2639601,6368.1,28,27,149.7,Durable Electronics Maroon #545,Electronics,2176.500000000001
2639602,1658.0,7,27,149.7,Stylish Electronics Red #950,Electronics,610.1000000000001
2639603,224.0,1,27,149.7,Stylish Electronics Yellow #948,Electronics,74.30000000000001
2647401,3214.61,10,27,163.28,Innovative Electronics Blue #290,Electronics,1581.8100000000002
2672600,4125.7,11,27,184.8,Sustainable Electronics Magenta #338,Electronics,2092.8999999999996
2672601,4900.05,13,27,196.24,Useful Electronics Yellow #622,Electronics,2348.9300000000003
2672602,2606.32,7,27,196.24,Practical Electronics Brown #26,Electronics,1232.64
2672603,696.1,2,27,158.4,Powerful Electronics Purple #383,Electronics,379.3
2672604,687.06,2,27,193.6,Beautiful Electronics Orange #459,Electronics,299.85999999999996
2781300,1065.8,3,27,151.27,Modern Electronics Red #847,Electronics,611.9899999999999
2781301,2360.0,6,27,184.8,Practical Electronics Black #136,Electronics,1251.1999999999998
2781302,749.2,2,27,151.27,Delicious Electronics Brown #323,Electronics,446.66
2781303,353.1,1,27,158.4,Useful Electronics Green #166,Electronics,194.70000000000002
2781304,693.1,2,27,158.4,Durable Electronics Lime #806,Electronics,376.3
2784500,2210.9,5,27,190.08,Useful Electronics Teal #828,Electronics,1260.5
2784501,4200.0,10,27,223.4,Fun Electronics Blue #793,Electronics,1966.0
2784502,2469.3,6,27,190.08,Fun Electronics Black #953,Electronics,1328.8200000000002
2784600,7412.75,17,27,223.4,High-Quality Electronics Teal #429,Electronics,3614.95
2784601,6850.57,16,27,223.4,Beautiful Electronics Blue #446,Electronics,3276.1699999999996
2784602,4821.39,11,27,203.3,Useful Electronics Lime #692,Electronics,2585.09
2784603,5102.0,11,27,245.51,Useful Electronics Green #595,Electronics,2401.3900000000003
2784700,6042.96,14,27,203.29,Powerful Electronics Green #743,Electronics,3196.9
2784701,3520.0,8,27,203.3,Powerful Electronics Black #441,Electronics,1893.6
2784703,2283.14,5,27,208.89,Long-Lasting Electronics Black #219,Electronics,1238.69
2826700,151.0,1,27,83.06,Useful Electronics Orange #572,Electronics,67.94
2839300,4287.25,13,27,165.87,Powerful Electronics Lime #381,Electronics,2130.94
2839301,12073.11,36,27,160.06,High-Quality Electronics Black #928,Electronics,6310.950000000001
2839302,1999.15,6,27,160.06,Useful Electronics Gray #780,Electronics,1038.79
2839303,337.0,1,27,150.96,Stylish Electronics Black #833,Electronics,186.04
2840500,2051.6,8,27,121.41,Fun Electronics Olive #330,Electronics,1080.32
2840501,12594.94,47,27,128.75,Useful Electronics Purple #612,Electronics,6543.6900000000005
2840502,2836.56,11,27,133.41,Delicious Electronics Silver #234,Electronics,1369.05
2840800,290.0,1,27,137.36,Durable Electronics Teal #290,Electronics,152.64
2840801,1545.1,5,27,150.95,Modern Electronics Gray #421,Electronics,790.3499999999999
2840802,567.47,2,27,137.36,Long-Lasting Electronics Black #774,Electronics,292.75
2840803,966.6600000000001,3,27,165.87,Sophisticated Electronics Black #456,Electronics,469.05000000000007
2840804,4267.0,13,27,165.87,Useful Electronics Navy #32,Electronics,2110.69
2840805,2361.5,7,27,165.87,Long-Lasting Electronics Olive #64,Electronics,1200.4099999999999
2840806,656.1700000000001,2,27,173.17,Delicious Electronics Maroon #958,Electronics,309.8300000000001
2844800,1195.0,3,27,198.51,Long-Lasting Electronics Purple #703,Electronics,599.47
2846900,1455.47,6,27,121.41,Versatile Electronics Navy #530,Electronics,727.01
2846901,8768.2,32,27,133.42,Sophisticated Electronics Orange #295,Electronics,4498.760000000001
2846902,6802.72,28,27,128.75,Innovative Electronics Brown #691,Electronics,3197.7200000000003
2846903,2512.0,9,27,141.5,Delicious Electronics Lime #67,Electronics,1238.5
2847000,1318.01,4,27,165.87,Sophisticated Electronics Black #791,Electronics,654.53
2847001,642.7,2,27,160.07,Comfortable Electronics Teal #444,Electronics,322.56000000000006
2847002,962.3499999999999,3,27,150.95,Useful Electronics Purple #747,Electronics,509.49999999999994
2847100,9277.92,28,27,165.87,Powerful Electronics Pink #267,Electronics,4633.5599999999995
2847101,12744.83,38,27,165.87,Stylish Electronics Green #880,Electronics,6441.7699999999995
2847102,2239.65,7,27,160.07,Eco-Friendly Electronics Green #985,Electronics,1119.16
2847103,707.0,2,27,154.83,Powerful Electronics Lime #328,Electronics,397.34
2849300,1482.4,5,27,137.36,Elegant Electronics White #944,Electronics,795.6
2853900,1477.01,5,27,137.36,Versatile Electronics Blue #923,Electronics,790.2099999999999
2853901,284.0,1,27,137.36,Versatile Electronics Gray #540,Electronics,146.64
2854100,1881.5,5,27,168.42,Luxurious Electronics Silver #608,Electronics,1039.4
2854101,2967.5,8,27,185.08,Innovative Electronics Brown #444,Electronics,1486.86
2854102,1112.5,3,27,178.61,High-Quality Electronics Navy #563,Electronics,576.67
2854104,1455.4,4,27,168.42,Long-Lasting Electronics Blue #651,Electronics,781.7200000000001
2854105,3216.0,9,27,178.6,Elegant Electronics Green #976,Electronics,1608.6000000000001
2854106,342.0,1,27,153.27,Fun Electronics Silver #978,Electronics,188.73
2854107,1106.25,3,27,203.01,Luxurious Electronics Black #143,Electronics,497.22
2855002,276.0,1,27,123.41,Modern Electronics Purple #701,Electronics,152.59
2856300,396.0,2,27,89.68,Versatile Electronics Purple #569,Electronics,216.64
2856301,208.0,1,27,89.68,Luxurious Electronics Orange #668,Electronics,118.32
2856302,832.0,4,27,89.68,Delicious Electronics Teal #403,Electronics,473.28
2856303,208.0,1,27,89.68,Versatile Electronics Gray #659,Electronics,118.32
2856400,973.0,3,27,150.6,Powerful Electronics Gold #568,Electronics,521.2
